en,counts
13.04749512,257
13.05749412,204
13.06749312,129
13.07749212,89
13.08749112,124
13.09749012,179
13.10748912,188
13.11748812,109
13.12748712,184
13.13748612,139
13.14748512,53
13.15748412,79
13.16748312,156
13.17748212,59
13.18748112,71
13.19748012,128
13.20747912,240
13.21747812,184
13.22747712,199
13.23747612,225
13.24747512,224
13.25747412,115
13.26747312,163
13.27747212,163
13.28747112,159
13.29747012,130
13.30746912,197
13.31746812,117
13.32746712,181
13.33746612,194
13.34746512,69
13.35746412,38
13.36746312,90
13.37746212,87
13.38746112,0
13.39746012,120
13.40745912,134
13.41745812,180
13.42745712,154
13.43745612,152
13.44745512,109
13.45745412,37
13.46745312,60
13.47745212,55
13.48745112,101
13.49745012,62
13.50744912,177
13.51744812,223
13.52744712,141
13.53744612,89
13.54744512,11
13.55744412,86
13.56744312,14
13.57744212,123
13.58744112,131
13.59744012,148
13.60743912,133
13.61743812,149
13.62743712,143
13.63743612,176
13.64743512,196
13.65743412,151
13.66743312,56
13.67743212,95
13.68743112,135
13.69743012,100
13.70742912,111
13.71742812,205
13.72742712,123
13.73742612,160
13.74742512,17
13.75742412,131
13.76742312,44
13.77742212,115
13.78742112,137
13.79742012,133
13.80741912,22
13.81741812,109
13.82741712,169
13.83741612,38
13.84741512,117
13.85741412,215
13.86741312,111
13.87741212,98
13.88741112,79
13.89741012,94
13.90740912,145
13.91740812,72
13.92740712,114
13.93740612,165
13.94740512,103
13.95740412,48
13.96740312,118
13.97740212,119
13.98740112,127
13.99740012,126
14.00739912,205
14.01739812,56
14.02739712,149
14.03739612,68
14.04739512,89
14.05739412,168
14.06739312,215
14.07739212,89
14.08739112,178
14.09739012,190
14.10738912,215
14.11738812,149
14.12738712,103
14.13738612,59
14.14738512,182
14.15738412,119
14.16738312,165
14.17738212,143
14.18738112,29
14.19738012,89
14.20737912,85
14.21737812,39
14.22737712,166
14.23737612,53
14.24737512,29
14.25737412,62
14.26737312,90
14.27737212,54
14.28737112,164
14.29737012,178
14.30736912,0
14.31736812,38
14.32736712,118
14.33736612,181
14.34736512,97
14.35736412,142
14.36736312,139
14.37736212,92
14.38736112,69
14.39736012,77
14.40735912,26
14.41735812,133
14.42735712,96
14.43735612,181
14.44735512,11
14.45735412,31
14.46735312,162
14.47735212,113
14.48735112,169
14.49735012,80
14.50734912,97
14.51734812,112
14.52734712,9
14.53734612,4
14.54734512,120
14.55734412,46
14.56734312,149
14.57734212,142
14.58734112,206
14.59734012,52
14.60733912,207
14.61733812,123
14.62733712,80
14.63733612,23
14.64733512,130
14.65733412,49
14.66733312,153
14.67733212,143
14.68733112,22
14.69733012,147
14.70732912,124
14.71732812,33
14.72732712,25
14.73732612,114
14.74732512,54
14.75732412,59
14.76732312,104
14.77732212,0
14.78732112,119
14.79732012,127
14.80731912,77
14.81731812,19
14.82731712,148
14.83731612,96
14.84731512,164
14.85731412,102
14.86731312,160
14.87731212,105
14.88731112,87
14.89731012,144
14.90730912,175
