en,counts
0.00879912,605893
0.01879812,540342
0.02879712,413407
0.03879612,259907
0.04879512,110086
0.05879412,0
0.06879312,0
0.07879212,0
0.08879112,0
0.09879012,0
0.10878912,0
0.11878812,0
0.12878712,0
0.13878612,0
0.14878512,0
0.15878412,0
0.16878312,0
0.17878212,0
0.18878112,0
0.19878012,2
0.20877912,5
0.21877812,2
0.22877712,2
0.23877612,3
0.24877512,2
0.25877412,4
0.26877312,0
0.27877212,0
0.28877112,1
0.29877012,0
0.30876912,0
0.31876812,3
0.32876712,0
0.33876612,0
0.34876512,0
0.35876412,0
0.36876312,266
0.37876212,244
0.38876112,238
0.39876012,246
0.40875912,222
0.41875812,238
0.42875712,259
0.43875612,241
0.44875512,249
0.45875412,248
0.46875312,234
0.47875212,224
0.48875112,248
0.49875012,219
0.50874912,226
0.51874812,216
0.52874712,219
0.53874612,206
0.54874512,226
0.55874412,195
0.56874312,218
0.57874212,199
0.58874112,163
0.59874012,191
0.60873912,196
0.61873812,166
0.62873712,158
0.63873612,161
0.64873512,170
0.65873412,149
0.66873312,146
0.67873212,193
0.68873112,157
0.69873012,125
0.70872912,145
0.71872812,167
0.72872712,157
0.73872612,145
0.74872512,131
0.75872412,147
0.76872312,159
0.77872212,138
0.78872112,138
0.79872012,133
0.80871912,147
0.81871812,121
0.82871712,135
0.83871612,121
0.84871512,134
0.85871412,114
0.86871312,123
0.87871212,94
0.88871112,120
0.89871012,129
0.90870912,111
0.91870812,97
0.92870712,96
0.93870612,109
0.94870512,96
0.95870412,84
0.96870312,112
0.97870212,102
0.98870112,102
0.99870012,98
1.00869912,91
1.01869812,86
1.02869712,111
1.03869612,113
1.04869512,84
1.05869412,68
1.06869312,109
1.07869212,92
1.08869112,77
1.09869012,83
1.10868912,77
1.11868812,94
1.12868712,76
1.13868612,73
1.14868512,79
1.15868412,69
1.16868312,66
1.17868212,75
1.18868112,84
1.19868012,79
1.20867912,66
1.21867812,74
1.22867712,72
1.23867612,71
1.24867512,60
1.25867412,55
1.26867312,67
1.27867212,53
1.28867112,46
1.29867012,51
1.30866912,51
1.31866812,52
1.32866712,48
1.33866612,48
1.34866512,48
1.35866412,33
1.36866312,30
1.37866212,47
1.38866112,47
1.39866012,37
1.40865912,41
1.41865812,36
1.42865712,33
1.43865612,39
1.44865512,40
1.45865412,43
1.46865312,37
1.47865212,38
1.48865112,35
1.49865012,40
1.50864912,33
1.51864812,36
1.52864712,36
1.53864612,26
1.54864512,23
1.55864412,19
1.56864312,23
1.57864212,30
1.58864112,18
1.59864012,18
1.60863912,6
1.61863812,3
1.62863712,11
1.63863612,10
1.64863512,8
1.65863412,14
1.66863312,16
1.67863212,8
1.68863112,17
1.69863012,18
1.70862912,13
1.71862812,8
1.72862712,14
1.73862612,18
1.74862512,7
1.75862412,0
1.76862312,10
1.77862212,14
1.78862112,10
1.79862012,18
1.80861912,8
1.81861812,13
1.82861712,22
1.83861612,16
1.84861512,21
1.85861412,8
1.86861312,22
1.87861212,25
1.88861112,16
1.89861012,20
1.90860912,15
1.91860812,0
1.92860712,17
1.93860612,5
1.94860512,12
1.95860412,10
1.96860312,9
1.97860212,15
1.98860112,22
1.99860012,14
2.00859912,19
2.01859812,16
2.02859712,28
2.03859612,19
2.04859512,5
2.05859412,0
2.06859312,4
2.07859212,16
2.08859112,8
2.09859012,10
2.10858912,19
2.11858812,13
2.12858712,13
2.13858612,4
2.14858512,0
2.15858412,11
2.16858312,0
2.17858212,8
2.18858112,0
2.19858012,0
2.20857912,10
2.21857812,18
2.22857712,2
2.23857612,4
2.24857512,7
2.25857412,4
2.26857312,8
2.27857212,13
2.28857112,6
2.29857012,12
2.30856912,16
2.31856812,20
2.32856712,18
2.33856612,16
2.34856512,15
2.35856412,16
2.36856312,20
2.37856212,14
2.38856112,9
2.39856012,9
2.40855912,0
2.41855812,0
2.42855712,12
2.43855612,3
2.44855512,4
2.45855412,6
2.46855312,14
2.47855212,9
2.48855112,0
2.49855012,0
2.50854912,0
2.51854812,11
2.52854712,29
2.53854612,45
2.54854512,94
2.55854412,179
2.56854312,245
2.57854212,314
2.58854112,362
2.59854012,436
2.60853912,532
2.61853812,589
2.62853712,634
2.63853612,681
2.64853512,744
2.65853412,752
2.66853312,773
2.67853212,749
2.68853112,709
2.69853012,669
2.70852912,613
2.71852812,587
2.72852712,523
2.73852612,448
2.74852512,427
2.75852412,394
2.76852312,373
2.77852212,356
2.78852112,376
2.79852012,416
2.80851912,455
2.81851812,479
2.82851712,490
2.83851612,480
2.84851512,468
2.85851412,466
2.86851312,467
2.87851212,437
2.88851112,423
2.89851012,433
2.90850912,434
2.91850812,480
2.92850712,514
2.93850612,574
2.94850512,656
2.95850412,659
2.96850312,639
2.97850212,648
2.98850112,637
2.99850012,610
3.00849912,560
3.01849812,516
3.02849712,488
3.03849612,427
3.04849512,380
3.05849412,357
3.06849312,394
3.07849212,445
3.08849112,482
3.09849012,594
3.10848912,667
3.11848812,687
3.12848712,761
3.13848612,802
3.14848512,772
3.15848412,757
3.16848312,692
3.17848212,613
3.18848112,515
3.19848012,408
3.20847912,369
3.21847812,285
3.22847712,230
3.23847612,204
3.24847512,199
3.25847412,183
3.26847312,207
3.27847212,261
3.28847112,290
3.29847012,307
3.30846912,322
3.31846812,351
3.32846712,348
3.33846612,336
3.34846512,340
3.35846412,318
3.36846312,255
3.37846212,240
3.38846112,203
3.39846012,161
3.40845912,126
3.41845812,97
3.42845712,69
3.43845612,51
3.44845512,38
3.45845412,20
3.46845312,1
3.47845212,0
3.48845112,12
3.49845012,17
3.50844912,23
3.51844812,27
3.52844712,46
3.53844612,44
3.54844512,44
3.55844412,47
3.56844312,53
3.57844212,59
3.58844112,50
3.59844012,64
3.60843912,73
3.61843812,98
3.62843712,128
3.63843612,160
3.64843512,230
3.65843412,303
3.66843312,325
3.67843212,344
3.68843112,376
3.69843012,398
3.70842912,369
3.71842812,352
3.72842712,326
3.73842612,250
3.74842512,208
3.75842412,170
3.76842312,128
3.77842212,90
3.78842112,51
3.79842012,11
3.80841912,0
3.81841812,0
3.82841712,0
3.83841612,0
3.84841512,5
3.85841412,0
3.86841312,0
3.87841212,10
3.88841112,13
3.89841012,5
3.90840912,0
3.91840812,0
3.92840712,15
3.93840612,32
3.94840512,21
3.95840412,15
3.96840312,28
3.97840212,46
3.98840112,48
